Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM
OPC,2009-06-16,2009,JUN,,,OPC1,30,1,0.43,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,30,2,0.44,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,30,3,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,40,1,0.45,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,40,2,0.42,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,40,3,0.45,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,50,1,0.42,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,50,2,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,50,3,0.49,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,60,1,0.41,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,60,2,0.51,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,60,3,0.48,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,09:30:00,Outgoing,OPC2,10,1,0.58,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,10,2,0.58,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,10,3,0.58,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,20,1,0.64,26,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,20,2,0.67,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,20,3,0.69,41.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,30,1,0.465,20,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,30,2,0.47,13,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,30,3,0.44,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,40,1,0.53,22,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,40,2,0.51,14,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC2,40,3,0.57,21,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,13:49:00,Incoming(High@15:00),OPC2,50,1,0.5,44,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC2,50,2,0.55,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC2,50,3,0.55,16,0.0,0.0,6.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC2,60,1,0.47,20,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC2,60,2,0.46,16,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC2,60,3,0.46,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,11:08:00,Incoming,OPC3,10,1,0.33,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,10,2,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,10,3,0.34,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,20,1,0.45,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,20,2,0.44,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,20,3,0.44,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,30,1,0.34,2.5,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,30,2,0.42,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,30,3,0.42,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,40,1,0.44,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,40,2,0.49,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,40,3,0.43,3.5,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,50,1,0.31,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,50,2,0.36,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,50,3,0.32,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,60,1,0.45,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,,,OPC3,60,2,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-17,2009,JUN,09:05:00,Incoming,OPC3,60,3,0.51,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,11:21:00,Incoming (low@10:30),OPCC1,10,1,0.38,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,10,2,0.38,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,10,3,0.45,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,20,1,0.37,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,20,2,0.35,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,20,3,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,30,1,0.37,2,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,30,2,0.42,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,30,3,0.37,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,40,1,0.45,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,40,2,0.43,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,40,3,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,50,1,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,50,2,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,50,3,0.37,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,60,1,0.41,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,60,2,0.5,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC1,60,3,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,09:34:00,Outgoing,OPCC2,10,1,0.55,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,10,2,0.6,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,10,3,0.55,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,20,1,0.46,28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,20,2,0.56,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,20,3,0.51,16,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,30,1,0.37,57,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,30,2,0.35,70,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,30,3,0.34,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,40,1,0.5,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,40,2,0.49,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,40,3,0.4,13,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,50,1,0.39,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,50,2,0.38,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,50,3,0.35,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,60,1,0.43,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,60,2,0.49,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPCC2,60,3,0.44,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,11:55:00,Outgoing,OPC1,10,1,0.7,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,10,2,0.7,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,10,3,0.7,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,20,1,0.72,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,20,2,0.72,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,20,3,0.74,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,30,1,0.68,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,30,2,0.62,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,30,3,0.69,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,40,1,0.57,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,40,2,0.6,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,40,3,0.65,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,50,1,0.56,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,50,2,0.54,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,50,3,0.56,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,60,1,0.57,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,60,2,0.56,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC1,60,3,0.55,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,11:26:00,Incoming,OPC2,10,1,0.63,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC2,10,2,0.68,46,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC2,10,3,0.65,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC2,20,1,0.56,220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC2,20,2,0.58,270,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC2,20,3,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC2,30,1,0.52,220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC2,30,2,0.5,260,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC2,30,3,,,,,,,,,,,
OPC,2009-08-06,2009,AUG,13:30:00,Outgoing,OPC2,40,1,0.35,165,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC2,40,2,0.34,215,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC2,40,3,,,,,,,,,,,
OPC,2009-08-06,2009,AUG,,,OPC2,50,1,0.39,227,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC2,50,2,0.41,190,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC2,50,3,,,,,,,,,,,
OPC,2009-08-06,2009,AUG,,,OPC2,60,1,0.43,169,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC2,60,2,0.49,139,0.0,0.0,13.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPC2,60,3,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,13:07:00,Outgoing,OPC3,10,1,0.55,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,10,2,0.55,110,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,10,3,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,20,1,0.51,230,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,20,2,0.54,150,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,20,3,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,30,1,0.54,190,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,30,2,0.59,145,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,30,3,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,40,1,0.55,240,0.0,0.0,3.5,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,40,2,0.53,340,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,40,3,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,50,1,0.57,230,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,50,2,0.53,370,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,50,3,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,60,1,0.57,115,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,60,2,0.58,160,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-13,2009,AUG,,,OPC3,60,3,0.55,150,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,10,1,0.52,67,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,10,2,0.45,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,10,3,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,20,1,0.55,120,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,20,2,0.51,17,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,20,3,0.51,78,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,30,1,0.46,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,30,2,0.47,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,30,3,0.44,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,40,1,0.45,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,40,2,0.48,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,40,3,0.5,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,50,1,0.51,86,0.0,0.0,1.5,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,50,2,0.48,45,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,50,3,0.52,110,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,60,1,0.45,40,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,60,2,0.36,30,0.0,0.0,15.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-06,2009,AUG,,,OPCC1,60,3,0.43,34,0.0,0.0,12.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,09:45:00,Outgoing,OPCC2,10,1,Could not record,790,7.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,10,2,Could not record,660,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,10,3,Could not record,1282,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,20,1,Could not record,329,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,20,2,Could not record,185,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,20,3,Could not record,274,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,30,1,0.43,195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,30,2,0.35,265,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,30,3,0.43,220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,40,1,0.41,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,40,2,0.48,55,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,40,3,0.38,212,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,50,1,0.51,100,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,50,2,0.44,187,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,50,3,0.52,100,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,60,1,0.29,220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,60,2,0.31,117,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-08-03,2009,AUG,,,OPCC2,60,3,0.32,125,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,11:15:00,Incoming(High@11:40),OPC1,10,1,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,10,2,0.2,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,10,3,,,,,,,,,,,
OPC,2009-10-08,2009,OCT ,,,OPC1,20,1,0.45,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,20,2,0.39,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,20,3,,,,,,,,,,,
OPC,2009-10-08,2009,OCT ,,,OPC1,30,1,0.59,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,30,2,0.6,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,30,3,,,,,,,,,,,
OPC,2009-10-08,2009,OCT ,,,OPC1,40,1,0.5,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,40,2,0.5,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,40,3,,,,,,,,,,,
OPC,2009-10-08,2009,OCT ,,,OPC1,50,1,0.5,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,50,2,0.5,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,50,3,,,,,,,,,,,
OPC,2009-10-08,2009,OCT ,,,OPC1,60,1,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,60,2,0.38,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-08,2009,OCT ,,,OPC1,60,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,10:53:00,Outgoing,OPC2,10,1,0.45,64,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,10,2,0.44,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,10,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,,,OPC2,20,1,0.45,110,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,20,2,0.43,36,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,20,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,,,OPC2,30,1,0.43,53,0.0,0.0,7.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,30,2,0.47,45,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,30,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,,,OPC2,40,1,0.44,63,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,40,2,0.44,26,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,40,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,,,OPC2,50,1,0.52,68,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,50,2,0.48,44,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,50,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,,,OPC2,60,1,0.45,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,60,2,0.42,74,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC2,60,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,09:41:00,Outgoing,OPC3,10,1,0.44,2,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC3,10,2,0.43,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC3,10,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,,,OPC3,20,1,0.41,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC3,20,2,0.44,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC3,20,3,,,,,,,,,,,
OPC,2009-10-20,2009,OCT ,,,OPC3,30,1,0.47,7,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC3,30,2,0.46,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-10-20,2009,OCT ,,,OPC3,30,3,,,,,,,,,,,
