Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),Salinity (ppt),Conductivity (µS),Conductance (µS),pH,Temp (°C),DO (mg/L),DO (%),Field Cover (%),Depth (m),Substrate,HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM,Comments
OPC,2015-08-18,2015,AUG,,,OPC2,40,3,0.35,0.13,270.9,286.1,8.28,27.9,6.05,76.4,NV,0.7,Mud,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-18,2015,AUG,,,OPC2,50,1,0.56,0.13,270.9,286.1,8.28,27.9,6.05,76.4,NV,0.7,Mud,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-18,2015,AUG,,,OPC2,50,2,0.56,0.13,270.9,286.1,8.28,27.9,6.05,76.4,NV,0.7,Mud,340,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-18,2015,AUG,,,OPC2,50,3,0.56,0.13,270.9,286.1,8.28,27.9,6.05,76.4,NV,0.7,Mud,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-18,2015,AUG,,,OPC2,60,1,0.515,0.13,270.9,286.1,8.28,27.9,6.05,76.4,NV,0.68,Mud,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-18,2015,AUG,,,OPC2,60,2,0.515,0.13,270.9,286.1,8.28,27.9,6.05,76.4,90-100%,0.68,Mud,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-18,2015,AUG,,,OPC2,60,3,0.515,0.13,270.9,286.1,8.28,27.9,6.05,76.4,NV,0.68,Mud,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,08:40:00,Outgoing (high 8 am),OPC3,10,1,0.48,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.66,,420,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"Survey Crew: J. Allen, J. Raulin, Britany, Jackie"
OPC,2015-08-13,2015,AUG,,,OPC3,10,2,0.48,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.66,,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benchmark: Patch of grass left of white pole at mouth of HaHa
OPC,2015-08-13,2015,AUG,,,OPC3,10,3,0.48,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.66,,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,20,1,0.47,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.63,,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,20,2,0.47,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.63,,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,20,3,0.47,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.63,,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,30,1,0.47,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.7,,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,30,2,0.47,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.7,,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,30,3,0.47,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.7,,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Live clam
OPC,2015-08-13,2015,AUG,,,OPC3,40,1,0.49,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.62,,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,40,2,0.49,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.62,,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,40,3,0.49,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.62,,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,50,1,0.56,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.75,,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,50,2,0.56,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.75,,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,50,3,0.56,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.75,,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,60,1,0.5,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.7,,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,60,2,0.5,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.7,,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-13,2015,AUG,,,OPC3,60,3,0.5,0.11,234.5,237.9,8.11,24.1,7.1,84.6,,0.7,,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,10:35:00,Outgoing (high 7 am),OPCC1,10,1,0.36,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.36,,10,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"Survey Crew: J. Allen, B. Swerida, J. Raulin, C. McCall"
OPC,2015-08-27,2015,AUG,,,OPCC1,10,2,0.36,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.36,,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Benchmark: Large phrag stand
OPC,2015-08-27,2015,AUG,,,OPCC1,10,3,0.36,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.36,,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,20,1,0.43,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.6,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,20,2,0.43,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.6,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,20,3,0.43,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.6,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,30,1,0.44,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.76,,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,30,2,0.44,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.76,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,30,3,0.44,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.76,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,40,1,0.49,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.91,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,40,2,0.49,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.91,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,40,3,0.49,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.91,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,50,1,0.46,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,1.02,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,50,2,0.46,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,1.02,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,50,3,0.46,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,1.02,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,60,1,0.47,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.95,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,60,2,0.47,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.95,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC1,60,3,0.47,0.16,326.5,333.9,7.18,23.8,6.57,77.5,NV,0.95,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,09:20:00,Outgoing (high at 7:00am),OPCC2,10,1,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.52,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Survey Crew: J. Allen, B. Swerida, J. Raulin, C. McCall"
OPC,2015-08-27,2015,AUG,,,OPCC2,10,2,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.52,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benchmark: Dead log right of large phrag stand
OPC,2015-08-27,2015,AUG,,,OPCC2,10,3,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.52,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,20,1,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.66,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,20,2,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.66,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,20,3,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.66,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,30,1,0.39,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.71,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Live clam
OPC,2015-08-27,2015,AUG,,,OPCC2,30,2,0.39,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.71,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,30,3,0.39,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.71,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,40,1,0.31,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.83,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,40,2,0.31,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.83,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,40,3,0.31,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.83,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,50,1,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.76,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Live clam
OPC,2015-08-27,2015,AUG,,,OPCC2,50,2,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.76,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,50,3,0.32,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.76,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,60,1,0.34,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.89,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,60,2,0.34,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.89,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-08-27,2015,AUG,,,OPCC2,60,3,0.34,0.14,305.1,305.4,7.6,25.1,5.93,66.6,NV,0.89,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,12:40:00,Outgoing ,OPC1,10,1,0.53,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,0.8,Sand/Gravel,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Survey Crew: J. Allen, J. Raulin, B. Swerida"
OPC,2015-10-16,2015,OCT,,,OPC1,10,2,0.53,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,0.8,Sand/Gravel,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benchmark: Canoe Trail- Marker 15
OPC,2015-10-16,2015,OCT,,,OPC1,10,3,0.53,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,0.8,Sand/Gravel,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,20,1,0.56,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.03,Sand/Mud ,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,20,2,0.56,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.03,Sand/Mud ,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,20,3,0.56,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.03,Sand/Mud ,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,30,1,0.57,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.07,Sand/Mud/Gravel,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,30,2,0.57,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.07,Sand/Mud/Gravel,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,30,3,0.57,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.07,Sand/Mud/Gravel,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,40,1,0.48,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1,Sand/Mud,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,40,2,0.48,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1,Sand/Mud,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,40,3,0.48,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1,Sand/Mud,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,50,1,0.51,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.01,Mud,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Live clam
OPC,2015-10-16,2015,OCT,,,OPC1,50,2,0.51,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.01,Mud,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,50,3,0.51,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.01,Mud,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,60,1,0.45,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.01,Mud,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,60,2,0.45,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.01,Mud,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,,,OPC1,60,3,0.45,1.53,2465.0,2917.0,8.19,16.9,13.23,138.6,NV,1.01,Mud,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,10:00:00,High,OPC2,10,1,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.53,Mud,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Survey Crew: J. Allen, B. Swerida, K. Hernandez, Drew"
OPC,2015-10-14,2015,OCT,,,OPC2,10,2,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.53,Mud,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benchmark: Rusty Box
OPC,2015-10-14,2015,OCT,,,OPC2,10,3,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.53,Mud,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Note: Very windy
OPC,2015-10-14,2015,OCT,,,OPC2,20,1,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,20,2,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,20,3,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,30,1,0.46,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,30,2,0.46,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,Unable to sample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,30,3,0.46,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,40,1,0.53,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,40,2,0.53,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,40,3,0.53,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,50,1,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.66,Mud,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,50,2,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.66,Mud,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,50,3,0.47,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.66,Mud,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,60,1,0.45,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,60,2,0.45,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC2,60,3,0.45,1.46,2808.0,2397.0,7.17,17.4,10.94,114.6,NV,0.62,Mud,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,12:25:00,Outgoing,OPC3,10,1,0.27,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.27,Mud,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Survey Crew: J. Allen, B. Swerida, K. Hernandez, Drew"
OPC,2015-10-14,2015,OCT,,,OPC3,10,2,0.27,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.27,Mud,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Benchmark: White pole, grass left of HaHa"
OPC,2015-10-14,2015,OCT,,,OPC3,10,3,0.27,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.27,Mud,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Note: very shallow
OPC,2015-10-14,2015,OCT,,,OPC3,20,1,0.3,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.3,Mud,15,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,20,2,0.3,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.3,Mud,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,20,3,0.3,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.3,Mud,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,30,1,0.35,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.35,Mud,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,30,2,0.35,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.35,Mud,20,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,30,3,0.35,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.35,Mud,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,40,1,0.42,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.42,Mud,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,40,2,0.42,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.42,Mud,30,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,40,3,0.42,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.42,Mud,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,50,1,0.35,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.4,Mud,2.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,50,2,0.35,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.4,Mud,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,50,3,0.35,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.4,Mud,10,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,60,1,0.42,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.45,Mud,40,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,60,2,0.42,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.45,Mud,15,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-14,2015,OCT,,,OPC3,60,3,0.42,0.8,1329.0,1309.0,7.5,17.5,10.12,106.6,NV,0.45,Mud,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OPC,2015-10-16,2015,OCT,11:00:00,High,OPCC1,10,1,0.51,2.64,4102.0,4889.0,7.87,16.5,10.99,114.6,NV,0.78,Sandy ,25,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"Survey Crew: J. Allen, J. Raulin, B. Swerida"
OPC,2015-10-16,2015,OCT,,,OPCC1,10,2,0.51,2.64,4102.0,4889.0,7.87,16.5,10.99,114.6,NV,0.78,Sandy ,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Benchmark: Large phrag stand
OPC,2015-10-16,2015,OCT,,,OPCC1,10,3,0.51,2.64,4102.0,4889.0,7.87,16.5,10.99,114.6,NV,0.78,Sandy ,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Live clam
OPC,2015-10-16,2015,OCT,,,OPCC1,20,1,0.55,2.64,4102.0,4889.0,7.87,16.5,10.99,114.6,NV,1.2,Sandy ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Note: Windy
OPC,2015-10-16,2015,OCT,,,OPCC1,20,2,0.55,2.64,4102.0,4889.0,7.87,16.5,10.99,114.6,NV,1.2,Sandy ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
